,Cites,Authors,Title,Year,Source,Publisher,Type,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,"Contains keyword ""SEI""?","Contains keyword ""cathode""?","Contains keyword ""anode""?","Contains keyword ""efficiency""?","Contains keyword ""electrode""?"
116,75,"N Umeki, K Inoue",Lithium-ion battery pack,1999,"US Patent 5,998,967",Google Patents,,3.57,38,2,21,"A lithium-ion battery pack, despite having a simple circuit configuration, allows the charge amount of the individual battery cells provided therein to be made uniform quickly. For each battery cell, a cell balance circuit is provided that includes a resistor, a transistor, and a ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
117,85,RK Williams,Safety switch for lithium ion battery,1999,"US Patent 5,909,103",Google Patents,,4.05,85,1,21,A safety switch for a lithium ion cell to prevent exceeding voltage limits associated with over-discharge and over-charging of a lithium ion cell. The safety switch includes at least one insulated gate transistor device having a low gate threshold voltage and a high ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
118,387,"G Venugopal, J Moore, J Howard, S Pendalwar",Characterization of microporous separators for lithium-ion batteries,1999,Journal of power sources,Elsevier,,18.43,97,4,21,"?€? 4. Conclusion. Porosity, pore-size, gas permeability, thermal properties and shutdown characteristics of commercial Li-ion battery separators were studied. Most lithium-ion battery separators were found to have porosity values between 40 and 50 ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
119,186,"S Rodrigues, N Munichandraiah, AK Shukla",AC impedance and state-of-charge analysis of a sealed lithium-ion rechargeable battery,1999,Journal of Solid State ?€?,Springer,,8.86,62,3,21,"Abstract A 7.2 V, 1.25 Ah sealed lithium-ion rechargeable battery has been studied for estimating its state-of-charge (SOC) by AC impedance. The dispersion of impedance data over the frequency range between 100 kHz and 25 mHz comprises an inductive part and ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
120,49,"SJ Lenhart, RR Chang",Lithium-ion battery charge control method,1999,"US Patent 5,939,864",Google Patents,,2.33,25,2,21,"A technique of operating a lithium-ion (Li-ion) battery is proposed for maximizing battery life. In a first instance, this technique calls for charging the battery at a lower temperature than the temperature at which discharge begins. Preferably, the battery is charged at a ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
121,85,T Miyasaka,Lithium ion secondary battery,1999,"US Patent 5,869,208",Google Patents,,4.05,85,1,21,"US5869208A - Lithium ion secondary battery - Google Patents. Lithium ion secondary battery. Download PDF Info. Publication number US5869208A. US5869208A US08/812,548 US81254897A US5869208A US 5869208 A US5869208 A US 5869208A US 81254897 A ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
122,65,"H Wang, T Ikeda, K Fukuda, M Yoshio",Effect of milling on the electrochemical performance of natural graphite as an anode material for lithium-ion battery,1999,Journal of power sources,Elsevier,,3.1,16,4,21,The electrochemical performance of natural graphite as the anode material for lithium-ion batteries can be improved by both jet milling and turbo milling. The effect of milling on electrochemical performance of natural graphite was discussed in terms of morphological ?€?,FALSE,FALSE,TRUE,FALSE,FALSE
123,96,"K Hamano, H Shiota, S Shiraga, S Aihara?€?",Lithium ion secondary battery and method of fabricating thereof,1999,US Patent ?€?,Google Patents,,4.57,19,5,21,"To obtain a lithium ion secondary battery having excellent charge and discharge characteristics in which electric connection between active material layers and a separator can be maintained without requiring a strong armor metal case, so that it can be made into ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
124,159,"GH Wrodnigg, TM Wrodnigg, JO Besenhard?€?",Propylene sulfite as film-forming electrolyte additive in lithium ion batteries,1999,Electrochemistry ?€?,Elsevier,,7.57,40,4,21,"?€? Purity was determined by 1 H and 13 C NMR spectroscopy. PC and LiClO 4 (Merck, battery grade) were used as received ?€? Li|Li + ?€? Propylene sulfite (PS) exhibits promising performance characteristics for use as a film-forming electrolyte additive in lithium ion cells ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
125,38,"Z Liu, A Yu, JY Lee",Modifications of synthetic graphite for secondary lithium-ion battery applications,1999,Journal of power sources,Elsevier,,1.81,13,3,21,"Experimentally, three types of synthetic graphite from TimRex (SFG44, SFG15 and KS6) were plated with copper electrolessly. The specific capacities of untreated TimRex samples are typically in the range of 140?€?280 mA h/g, with low coulombic efficiencies in the first few ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
126,165,"BJ Neudecker, RA Zuhr, JB Bates",Lithium silicon tin oxynitride (LiySiTON): high-performance anode in thin-film lithium-ion batteries for microelectronics,1999,Journal of power sources,Elsevier,,7.86,55,3,21,"?€? To our knowledge, polymer electrolytes have not yet successfully been tested on their thermal stability in air at 250??C in contact with typical lithium-ion battery electrodes such as LiCoO 2 , LiNiO 2 , LiMn 2 O 4 , Li y C, Li y M (M=Al, Si, Sn, ?€?), Li 4 Ti 5 O 12 , Li 3???y Co y N, Li y ?€?",FALSE,FALSE,TRUE,FALSE,TRUE
127,59,T Miyasaka,Lithium ion secondary battery,1999,"US Patent 5,871,863",Google Patents,,2.81,59,1,21,"In a lithium ion secondary battery having a positive electrode, a negative electrode, non-aqueous electrolyte, and a container sealing the electrodes anrd electrolyte therein, the positive electrode is formed of a positive electrode active material which is produced by ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
128,62,"HJ Kweon, GB Kim, HS Lim, SS Nam, DG Park",Synthesis of LixNi0. 85Co0. 15O2 by the PVA-precursor method and charge?€?discharge characteristics of a lithium ion battery using this material as cathode,1999,Journal of power sources,Elsevier,,2.95,12,5,21,Polycrystalline powder of Li x Ni 0.85 Co 0.15 O 2 was synthesized from poly (vinyl alcohol) gel (a PVA-precursor). The crystalline phase of Li x Ni 0.85 Co 0.15 O 2 was developed without any minor phase above 600?? C. The crystallization proceeded without any prominent ?€?,FALSE,TRUE,FALSE,FALSE,FALSE
129,42,"RA Dunlap, O Mao, JR Dahn",Application of in situ M??ssbauer effect methods for the study of electrochemical reactions in lithium-ion battery electrode materials,1999,Physical Review B,APS,,2,14,3,21,"A method for investigating electrochemical reactions in a Li-ion cell during discharge and recharge using in situ 57 Fe and 119 Sn M??ssbauer effect measurements is described. An example of the study of a cell utilizing a Sn 2 Fe electrode is described, and is discussed in ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
130,395,"S Al Hallaj, H Maleki, JS Hong, JR Selman",Thermal modeling and design considerations of lithium-ion batteries,1999,Journal of power sources,Elsevier,,18.81,99,4,21,"?€? the main concern and drawback for any attempt to scale-up lithium-ion cells to ?€? optimum cell size that is significantly larger than the presently commercial Li-ion cells (somewhat ?€? a well-designed thermal management system is required to ensure good battery performance, safety ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
131,124,"U Heider, R Oesten, M Jungnitz",Challenge in manufacturing electrolyte solutions for lithium and lithium ion batteries quality control and minimizing contamination level,1999,Journal of Power Sources,Elsevier,,5.9,41,3,21,"?€? and control but are known to have major influence in the high voltage lithium ion battery system [3]. It ?€? other acidic species) is known to attack the cathode materials, especially the lithium manganese spinel ?€? the following reactions of HF with the solid electrolyte interface(2) Li 2 CO ?€?",FALSE,TRUE,FALSE,FALSE,FALSE
132,86,"S Ahn, Y Kim, KJ Kim, TH Kim, H Lee, MH Kim","Development of high capacity, high rate lithium ion batteries utilizing metal fiber conductive additives",1999,Journal of power sources,Elsevier,,4.1,14,6,21,"?€? In lithium-ion battery electrodes conductive fillers are routinely added to construct conductive percolation network ?€? to achieve full electrode utilization 1, 2, 3. The conduction network also increases battery power, enabling faster charge and discharge 3, 4. Battery cycle life ?€? Li/Li + ) ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
133,316,"P Biensan, B Simon, JP Peres, A De Guibert?€?",On safety of lithium-ion cells,1999,Journal of Power ?€?,Elsevier,,15.05,63,5,21,"?€? constant voltage (4.1 V, 4.2 V?€?) during 20 h. The thermal stability studies of lithium-ion battery parts were ?€? obtained from the reduction of electrolyte during the passivation (Li 2 CO 3 , Li 4 P 2 ?€? The first peak thus corresponds to the reaction between the lithium from LiC 6 and the ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
134,107,"KM Kim, WS Jeon, IJ Chung, SH Chang",Effect of mixing sequences on the electrode characteristics of lithium-ion rechargeable batteries,1999,Journal of power sources,Elsevier,,5.1,27,4,21,"?€? the first commercialization by Sony Energytech 1, 2in the early 1990s, lithium-ion battery (LIB) has ?€? The electrolyte solution was lithium hexafluorophosphate (1 M LiPF 6 ) dissolved in an ethylene ?€? 6. Specific discharge capacities of LiCoO 2 /Li half-cells prepared by (a) method 3 ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
135,54,"H Abe, T Murai, K Zaghib",Vapor-grown carbon fiber anode for cylindrical lithium ion rechargeable batteries,1999,Journal of power sources,Elsevier,,2.57,18,3,21,"?€? Thus, the lithium-ion rechargeable battery can be quickly and simply charged to the limiting maximum charging voltage. The rapid charge/discharge of this battery is due to the high diffusion coefficient of Li into VGCF [4]. Moreover, the relationship between charge/discharge rate ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
136,91,"M Baba, N Kumagai, H Kobayashi?€?",Fabrication and Electrochemical Characteristics of All?€?Solid?€?State Lithium?€?Ion Batteries Using V 2 O 5 Thin Films for Both Electrodes,1999,?€? and Solid State ?€?,iopscience.iop.org,,4.33,23,4,21,"?€? Li, and after that lithium intercalation and deintercalation into and out of this material is completely reversible. This means that a new type of Li-ion battery can be constructed using two types of vanadium pen- toxides, ie, the first V2O5 with a high potential vs ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
137,174,"GX Wang, DH Bradhurst, SX Dou, HK Liu",Spinel Li [Li1/3Ti5/3] O4 as an anode material for lithium ion batteries,1999,Journal of Power Sources,Elsevier,,8.29,44,4,21,?€? metal or carbon anodes. Previous article in issue; Next article in issue. Keywords. Spinel Li[Li 1/3 Ti 5/3 ]O 4. Lithium ion battery. Chemical insertion. AC impedance spectroscopy. 1. Introduction. Intercalation electrode materials for ?€?,FALSE,FALSE,TRUE,FALSE,TRUE
138,74,"KM Abraham, JF Rohan, CC Foo?€?",Chemical overcharge protection of lithium and lithium-ion secondary batteries,1999,US Patent ?€?,Google Patents,,3.52,19,4,21,?€? lithium Inorganic materials 0.000 title abstract description 13; HBBGRARXTFLTSG-UHFFFAOYSA- N Lithium Ion Chemical compound data ?€? WHXSMMKQMYFTQS-UHFFFAOYSA-N lithium Chemical compound data:image/svg+xml;base64 ?€? [Li] WHXSMMKQMYFTQS-UHFFFAOYSA ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
139,122,"M Endo, C Kim, T Karaki, Y Nishimura, MJ Matthews?€?",Anode performance of a Li ion battery based on graphitized and B-doped milled mesophase pitch-based carbon fibers,1999,Carbon,Elsevier,,5.81,20,6,21,"The structures and anode performance of graphitized and boron-doped milled mesophase pitch-based carbon fibers (mMPCFs) have been comparatively studied and the results obtained by X-ray diffraction (XRD), SEM, Raman spectroscopy and electrochemical ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
140,144,"AD Robertson, L Trevino, H Tukamoto?€?",New inorganic spinel oxides for use as negative electrode materials in future lithium-ion batteries,1999,Journal of Power Sources,Elsevier,,6.86,36,4,21,"?€? Present day lithium-ion cells typically comprise a lithiated carbon anode, organic liquid electrolyte and a lithium transition metal ?€? potential range is also slightly higher for the Cr-doped sample; 1.04 moles of lithium can be inserted reversibly as opposed to 1 mole for Li 1.33 Ti ?€?",FALSE,FALSE,TRUE,FALSE,TRUE
141,159,"BB Owens, S Passerini, WH Smyrl",Lithium ion insertion in porous metal oxides,1999,Electrochimica Acta,Elsevier,,7.57,53,3,21,"?€? of the utility of these metal oxide materials, beyond that of a micro battery cathode ?€? metal oxides of vanadium and manganese have much higher specific capacities and reversible lithium-ion insertion capacity ?€? Compound, Li capacity per formula, Specific energy (Wh/kg), Comments ?€?",FALSE,TRUE,FALSE,FALSE,FALSE
142,194,"F Boudin, X Andrieu, C Jehoulet, II Olsen",Microporous PVdF gel for lithium-ion batteries,1999,Journal of Power Sources,Elsevier,,9.24,49,4,21,"?€? Preliminary cycling results show a good rate capability and a capacity evolution similar to that of regular lithium-ion cells. The interest of this technology, as many other lithium-polymer ones, also lies in the possibility of designing and manufacturing new battery shapes at lower ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
143,63,"B Simon, S Flandrois, K Guerin, A Fevrier-Bouvier?€?",On the choice of graphite for lithium ion batteries,1999,Journal of power ?€?,Elsevier,,3,13,5,21,"?€? metallic Li 6, 7. The high crystallinity of these materials can be characterized by interlayer space distance <0.336 nm ?€? Any faradaic loss results in a decrease of the battery energy density ?€? potential 6, 8, 9, that in the best cases leads to the formation of a lithium ion conducting layer ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
144,69,"A Jossen, V Sp??th, H D??ring, J Garche",Reliable battery operation?€?a challenge for the battery management system,1999,Journal of Power Sources,Elsevier,,3.29,17,4,21,"?€? The increasing usage of batteries in different applications, in particular, advanced battery systems like lithium batteries and high temperature batteries ?€? of the above-mentioned functions are available as single or multiple chip solutions [1]. For example, Li-ion battery packs for ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
145,162,"NJ Dudney, BJ Neudecker",Solid state thin-film lithium battery systems,1999,Current Opinion in Solid State and Materials ?€?,Elsevier,,7.71,81,2,21,"?€? 9. Conclusions. A variety of promising thin-film Li, Li-ion, and Li-free batteries have been reported during the last year. Electrode and substrate materials differ, but each device contained the amorphous inorganic lithium electrolyte known as Lipon ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
146,123,"M Inaba, Y Kawatate, A Funabiki, SK Jeong, T Abe?€?",STM study on graphite/electrolyte interface in lithium-ion batteries: solid electrolyte interface formation in trifluoropropylene carbonate solution,1999,Electrochimica ?€?,Elsevier,,5.86,21,6,21,"?€? Apiezone wax is stable in carbonate solutions, which are commonly used in lithium-ion batteries, and, in fact, no change was observed after the wax ?€? For example, these studies have reported the presence of Li 2 CO 3 and lithium alkylcarbonates (ROCO 2 Li) in SEI layer ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
147,96,"MM Thackeray, JT Vaughey, AJ Kahaian?€?","Intermetallic insertion electrodes derived from NiAs-, Ni2In-, and Li2CuSn-type structures for lithium-ion batteries",1999,Electrochemistry ?€?,Elsevier,,4.57,24,4,21,"?€? By analogy to ??-Li x Cu 6 Sn 5 , for which x max =13 corresponds to Li 2.17 CuSn 0.83 , the lithiated derivatives are expected to have structural properties similar to Li 2 CuSn [12]. The advantages that these intermetallic compounds may offer to lithium-ion battery technology in ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
148,358,"P Arora, M Doyle, RE White",Mathematical modeling of the lithium deposition overcharge reaction in lithium?€?ion batteries using carbon?€?based negative electrodes,1999,Journal of The Electrochemical ?€?,iopscience.iop.org,,17.05,119,3,21,?€? The mass ratio () of a lithium-ion cell is defined as ?€? o LixC6 [2] discharge and the primary side reaction involved in the overcharge process is Li er Li(s) [3] The lithium metal is expected to form first near the electrode-sep- arator boundary where the surface overpotential is greatest ?€?,FALSE,FALSE,FALSE,FALSE,TRUE
149,37,"JR Dahn, AM Wilson, W Xing, GA Zank",Method of forming electrodes for lithium ion batteries using polycarbosilanes,1999,"US Patent 5,907,899",Google Patents,,1.76,9,4,21,?€? ion Inorganic materials 0 abstract claims description title 27; HBBGRARXTFLTSG-UHFFFAOYSA- N Lithium Ion Chemical compound ?€? WHXSMMKQMYFTQS-UHFFFAOYSA-N lithium Chemical compound data:image/svg+xml;base64 ?€? [Li] WHXSMMKQMYFTQS-UHFFFAOYSA-N ?€?,FALSE,FALSE,FALSE,FALSE,TRUE
150,154,"R Imhof, P Nov??k",Oxidative Electrolyte Solvent Degradation in Lithium?€?Ion Batteries: An In Situ Differential Electrochemical Mass Spectrometry Investigation,1999,Journal of The Electrochemical Society,iopscience.iop.org,,7.33,77,2,21,"?€? and migration of electrolyte decomposition products formed at the negative electrode, in order to account for the detection of lithium alkylcarbonates on ?€? DEMS)8,9 in order to improve our understanding of the degradation paths of these solvents at real Li-ion battery electrodes ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
151,7,"CT Martin, CO Kelly, HD Friend?€?",Lithium-ion battery development at Eagle-Picher,1999,?€? Annual Battery ?€?,ieeexplore.ieee.org,,0.33,2,4,21,"Eagle-Picher Technologies, LLC (EPT) has been involved in the design, development and production of special purpose batteries since the late 1940s. Among these niche markets, EPT has been the supplier of choice for the majority of all satellite applications. As energy ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
152,90,"K Tokumitsu, H Fujimoto, A Mabuchi, T Kasuh",High capacity carbon anode for Li-ion battery: a theoretical explanation,1999,Carbon,Elsevier,,4.29,23,4,21,"Mesocarbon microbeads (MCMBs) heat-treated below 1000?? C have discharge higher than the theoretical value of graphite, 372 Ah kg??? 1. The high capacity has been explained on the basis of cavity model, which lithium species are not only intercalated in carbon layers but ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
153,98,"K Kitoh, H Nemoto",100 Wh Large size Li-ion batteries and safety tests,1999,Journal of power sources,Elsevier,,4.67,49,2,21,"?€? Table 1. Materials and properties of NGK batteries. Cathode, Lithium manganese oxide. Anodes, Meso-phase pitch based carbon ?€? 3. Safety tests. Safety guideline [3]and safety standard [4]are widely adopted for small size Li-ion battery, 18 650 for example ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
154,152,"GG Botte, BA Johnson, RE White",Influence of some design variables on the thermal behavior of a lithium?€?ion cell,1999,Journal of the Electrochemical ?€?,iopscience.iop.org,,7.24,51,3,21,"?€? For example, the first of these incidents occurred in 1988 for a secondary lithium battery system when several Li/LiyMoS2 cells produced by Moli had inci- dents of flaming in cellular phone applications in Japan.1 Another safety incident occurred with lithium-ion batteries at ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
155,116,"AR Armstrong, AD Robertson, R Gitzendanner?€?",The layered intercalation compounds Li (Mn1??? yCoy) O2: positive electrode materials for lithium?€?ion batteries,1999,Journal of solid state ?€?,Elsevier,,5.52,29,4,21,?€? cost and toxicity of this material means that substantial advances in lithium}ion battery technology de ?€? being introduced as a replace- ment for LiCoO in second generation lithium}ion batteries (13}17 ?€? Unfortunately only 0.5 Li per Mn can be removed and reinserted reversibly in the ?€?,FALSE,FALSE,FALSE,FALSE,TRUE
156,112,"YK Sun, DW Kim, YM Choi",Synthesis and characterization of spinel LiMn2??? xNixO4 for lithium/polymer battery applications,1999,Journal of Power Sources,Elsevier,,5.33,37,3,21,?€? ac-impedance spectroscopy. Previous article in issue; Next article in issue. Keywords. Lithium/polymer battery. Lithium manganese oxide. Sol?€?gel method. Chelating agent. Glycolic acid. Chemical diffusion of Li ion. 1. Introduction ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
157,240,R Yazami,Surface chemistry and lithium storage capability of the graphite?€?lithium electrode,1999,Electrochimica acta,Elsevier,,11.43,240,1,21,"?€? It also 'de-solvates' the ionic lithium, that is it removes the Li-solvating organic molecules shell before their incorporation within the carbon structure ?€? The state of art in the field of lithium-ion batteries is to reduce the thermodynamically predictable lithium consumption to its ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
158,447,"JB Goodenough, AK Padhi?€?",Cathode materials for secondary (rechargeable) lithium batteries,1999,US Patent ?€?,Google Patents,,21.29,149,3,21,?€? [Li] WHXSMMKQMYFTQS-UHFFFAOYSA-N 0 title description 50; ?€? 229910001416 lithium ion Inorganic materials 0 abstract description 34; 239000000463 materials Substances 0 abstract description 20; 239000007772 electrode materials Substances 0 abstract description 11; ?€?,FALSE,FALSE,FALSE,FALSE,TRUE
159,589,"DR MacFarlane, J Huang, M Forsyth",Lithium-doped plastic crystal electrolytes exhibiting fast ion conduction for secondary batteries,1999,Nature,nature.com,,28.05,196,3,21,"?€? a class of materials, prepared by doping lithium ions into a plastic crystalline matrix, that exhibit fast lithium ion motion due ?€? A fast ion conductor is a substance in which one of the ionic species is able to conduct ?€? A typical example is the ceramic material Li 1-x Al x Ti 2-x (PO 4 ) 3 ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
160,56,"AM Andersson, K Edstr??m, N Rao, ?? Wendsj??",Temperature dependence of the passivation layer on graphite,1999,Journal of power sources,Elsevier,,2.67,14,4,21,"?€? The destruction of the SEI layer in the discharged state, brought about by temperature induced reactions between the SEI and electrolyte species, has been discussed in earlier publications, but has not been analysed completely [4] ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
161,22,D Rahner,"The role of anions, solvent molecules and solvated electrons in layer formation processes on anode materials for rechargeable lithium batteries",1999,Journal of power sources,Elsevier,,1.05,22,1,21,?€? The life time of trapped solvated electrons within the growing SEI layer depends on the donor?€?acceptor properties of the incorporated solvent molecules and is in the range among 3?€?10 s. The places of the trapped electrons are the origin of `metallic' lithium clusters within the ?€?,TRUE,FALSE,TRUE,FALSE,FALSE
162,336,"G Amatucci, A Du Pasquier, A Blyr, T Zheng?€?",The elevated temperature performance of the LiMn2O4/C system: failure and solutions,1999,Electrochimica ?€?,Elsevier,,16,67,5,21,"?€? The benefit of adding zeolites to the Li-ion cell to trap some of the species (H + , or others) generated during cell functioning as the result of the electrolyte decomposition or SEI layer is presented ?€? 2.3.1. Improvement of the stability of the anode SEI layer ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
163,89,"AM Andersson, K Edstr??m, JO Thomas",Characterisation of the ambient and elevated temperature performance of a graphite electrode,1999,Journal of power sources,Elsevier,,4.24,30,3,21,"?€? Abstract. Thermal stability of the SEI layer on graphite in <Li|liquid electrolyte|graphite> half-cells has been investigated ?€? The first, corresponding to a breakdown of the SEI layer, begins at 58??C for a 1 M LiBF 4 in EC/DMC 2:1 electrolyte ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
164,131,"T Zheng, AS Gozdz, GG Amatucci",Reactivity of the solid electrolyte interface on carbon electrodes at elevated temperatures,1999,Journal of The ?€?,iopscience.iop.org,,6.24,44,3,21,"?€? the carbon elec- trode, the intercalated lithium reacts immediately with the liquid elec- trolyte components, ie., the solvents and the Li salt, forming a com- plex passivating film called the solid electrolyte interface (SEI).2 However, the composition of the SEI layer is complicated.3 ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
165,369,"H Maleki, G Deng, A Anani?€?",Thermal stability studies of Li?€?ion cells and components,1999,Journal of The ?€?,iopscience.iop.org,,17.57,92,4,21,"?€? They sug- gested that at first, between 120 and 140C, there is a reaction due to the transformation of the SEI-layer products into lithium carbonate ?€? This indicates that our procedure for removing the SEI layer or electrolyte from NE has been effective ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
166,150,"MN Richard, JR Dahn",Accelerating rate calorimetry study on the thermal stability of lithium intercalated graphite in electrolyte. II. Modeling the results and predicting differential scanning ?€?,1999,Journal of The Electrochemical Society,iopscience.iop.org,,7.14,75,2,21,"?€? The reaction of lithium with electrolyte is exothermic, but this process is probably still activated, and it depends on the transport of Li through the SEI layer ?€? As a result, the SEI layer thickens as the concentration of intercalated Li decreases ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
167,332,"SJ Oh, DC Cook, HE Townsend","Atmospheric corrosion of different steels in marine, rural and industrial environments",1999,Corrosion Science,Elsevier,,15.81,111,3,21,"?€? Atmospheric corrosion of different steels in marine, rural and industrial environments. Author links open overlay panelSei J.Oh a ?€? The inner layer, a protective layer, mainly consisted of interdispersed goethite, and the outer layer mainly composed of interdispersed lepidocrocite ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
168,20,"G Nagasubramanian, D Ingersoll, D Doughty?€?",Electrical and electrochemical performance characteristics of large capacity lithium-ion cells,1999,Journal of power ?€?,Elsevier,,0.95,5,4,21,?€? the impedance of the passivating layer on a coke surface increases from 20 ?? (at room temperature to 100 (at 0??C). The effect of this observation on practical applications is that at low temperatures the impedance of the SEI layer may limit the performance of the lithium-ion cell ?€?,TRUE,FALSE,FALSE,FALSE,FALSE
169,70,"EI Cole Jr, P Tangyunyong, DA Benson?€?",TIVA and SEI developments for enhanced front and backside interconnection failure analysis,1999,Microelectronics ?€?,Elsevier,,3.33,18,4,21,"?€? In addition, the time required for heat to diffuse through the oxide layer slows the frequency response of temperature variations on these layered features. Note that the thermal response is much slower in Fig. 7 compared to Fig ?€? The SEI image in Fig ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
170,332,"D Bar?€?Tow, E Peled, L Burstein",A study of highly oriented pyrolytic graphite as a model for the graphite anode in Li?€?Ion batteries,1999,Journal of the Electrochemical ?€?,iopscience.iop.org,,15.81,111,3,21,?€? The increase in carbon concentration with time can be explained by the signal aris- ing from the HOPG underlying the SEI layer. The surface atomic concentration of carbon in the SEI is 65% for the basal plane and only 40% for the cross section ?€?,TRUE,FALSE,TRUE,FALSE,FALSE
171,123,"M Inaba, Y Kawatate, A Funabiki, SK Jeong, T Abe?€?",STM study on graphite/electrolyte interface in lithium-ion batteries: solid electrolyte interface formation in trifluoropropylene carbonate solution,1999,Electrochimica ?€?,Elsevier,,5.86,21,6,21,"?€? The composition of SEI layer on carbon electrodes has been extensively studied by FT-IR [14], [15], [16], electron energy loss spectroscopy (EELS) coupled with transmission electron microscopy (TEM) [17], [18], temperature programmed decomposition mass spectroscopy (TPD ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
172,467,"MN Richard, JR Dahn",Accelerating rate calorimetry study on the thermal stability of lithium intercalated graphite in electrolyte. I. Experimental,1999,Journal of The Electrochemical Society,iopscience.iop.org,,22.24,234,2,21,"?€? The formation of new SEI proceeds until all the interca- lated Li is used or until the SEI layer is too thick. At this point, the self-heating rate decreases ?€? During discharge, the SEI layer will grow until Li can no longer reach the sol- vent and react ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
173,26,"N KOBAYASHI, SEII ISHIGURO, H TOMITA?€?",Changes of GABA metabolic enzymes in acute retinal ischemia,1999,Experimental eye ?€?,Elsevier,,1.24,7,4,21,"?€? NAOKI KOBAYASHI, SEI-ICHI ISHIGURO, HIROSHI TOMITA*, SHIMPEI NISHIKAWA ????????? MAKOTO TAMAI ?€? like immunoreactivity (Glu-IR) in the sham-operated rat retina was observed in all retinal layers, showing intense staining in the nerve fiber layer (NFL), ganglion cell ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
174,14,"A Sei, Y Tsukamoto, T Shiozawa, T Ohishi?€?",Adhesive tape for tape automated bonding,1999,US Patent ?€?,Google Patents,,0.67,3,5,21,"An adhesive tape for TAB having an organic insulating film, an adhesive layer formed on the organic insulating film and a protection layer formed on the adhesive layer, the adhesive layer being any one of a layer containing a polyamide resin having an amine value of at ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
175,161,"DD MacNeil, D Larcher, JR Dahn",Comparison of the reactivity of various carbon electrode materials with electrolyte at elevated temperature,1999,Journal of the electrochemical ?€?,iopscience.iop.org,,7.67,54,3,21,"?€? The slope can be used to calculate the activation energy, Ea, and the y intercept gives the frequency factor, A, for the decomposition of the SEI layer on the lithium-intercalated carbon. Figure 7 shows the results of Fig. 6 plotted as ln(dT/dt) vs ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
176,64,"M Yamada, T Itoh, R Nakagawa, A Hirao?€?",Synthesis of side-chain liquid crystalline homopolymers and block copolymers with cyanobiphenyl moieties as the mesogen by living anionic polymerization and their ?€?,1999,?€?,ACS Publications,,3.05,13,5,21,?€? All the polymers exhibited the smectic A phase in which two mesogenic groups were included within a smectic layer of thickness 36.0 ??. The isotropization temperature of the smectic A phase increased with the increase of the molecular weight and leveled off at around 15 000 ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
