Cites,Title,Year,Publisher,GSRank,CitesPerYear,CitesPerAuthor,AuthorCount,Age
87,Effect of SEI on capacity losses of spinel lithium manganese oxide/graphite batteries stored at 60 C,2010,iopscience.iop.org,787,8.7,22,4,10
87,Characterization of 15 kV SiC n-IGBT and its application considerations for high power converters,2013,ieeexplore.ieee.org,801,12.43,22,4,7
87,"Comparative study of the solid electrolyte interphase on graphite in full Li-ion battery cells using X-ray photoelectron spectroscopy, secondary ion mass spectrometry …",2013,Elsevier,815,12.43,15,6,7
87,Robust erythrocyte-like Fe2O3@ carbon with yolk-shell structures as high-performance anode for lithium ion batteries,2018,Elsevier,845,43.5,15,6,2
87,Functional interface of polymer modified graphite anode,2009,Elsevier,849,7.91,29,3,11
87,Metal–organic framework derived porous CuO/Cu 2 O composite hollow octahedrons as high performance anode materials for sodium ion batteries,2015,pubs.rsc.org,883,17.4,12,7,5
86,XPS and ToF-SIMS study of Sn–Co alloy thin films as anode for lithium ion battery,2010,Elsevier,169,8.6,17,5,10
86,"Chitosan, a new and environmental benign electrode binder for use with graphite anode in lithium-ion batteries",2013,Elsevier,359,12.29,14,6,7
86,Highly stable Li1. 2Mn0. 54Co0. 13Ni0. 13O2 enabled by novel atomic layer deposited AlPO4 coating,2017,Elsevier,450,28.67,12,7,3
86,Voltage dependent solid electrolyte interphase formation in silicon electrodes: monitoring the formation of organic decomposition products,2016,ACS Publications,779,21.5,29,3,4
86,Investigation of the Electrode/Electrolyte Interface of Fe2O3 Composite Electrodes: Li vs Na Batteries,2014,ACS Publications,985,14.33,17,5,6
85,Enhanced electrochemical performances of Li-rich layered oxides by surface modification with reduced graphene oxide/AlPO 4 hybrid coating,2014,pubs.rsc.org,333,14.17,21,4,6
85,Poly (acrylic acid sodium) grafted carboxymethyl cellulose as a high performance polymer binder for silicon anode in lithium ion batteries,2016,nature.com,345,21.25,21,4,4
85,Effect of carbon coating on electrochemical performance of Li1. 048Mn0. 381Ni0. 286Co0. 286O2 cathode material for lithium-ion batteries,2012,Elsevier,963,10.63,14,6,8
84,A thermal-electrochemical model that gives spatial-dependent growth of solid electrolyte interphase in a Li-ion battery,2014,Elsevier,103,14,17,5,6
84,Consequences of air exposure on the lithiated graphite SEI,2013,Elsevier,217,12,17,5,7
84,In Situ Study of Lithiation and Delithiation of MoS2 Nanosheets Using Electrochemical Liquid Cell Transmission Electron Microscopy,2015,ACS Publications,234,16.8,12,7,5
84,The low and high temperature electrochemical performances of Li3V2 (PO4) 3/C cathode material for Li-ion batteries,2012,Elsevier,336,10.5,21,4,8
84,Mechanism of capacity fade of MCMB/Li 1.1 [Ni 1/3 Mn 1/3 Co 1/3] 0.9 O 2 cell at elevated temperature and additives to improve its cycle life,2011,pubs.rsc.org,378,9.33,12,7,9
84,Highly Ordered Mesoporous Few‐Layer Graphene Frameworks Enabled by Fe3O4 Nanocrystal Superlattices,2015,Wiley Online Library,441,16.8,12,7,5
84,Atomic to Nanoscale Investigation of Functionalities of an Al2O3 Coating Layer on a Cathode for Enhanced Battery Performance,2016,ACS Publications,521,21,14,6,4
84,Compatibility of the Py24TFSI–LiTFSI ionic liquid solution with Li4Ti5O12 and LiFePO4 lithium ion battery electrodes,2009,Elsevier,689,7.64,28,3,11
84,Stabilization of lithium metal anodes by hybrid artificial solid electrolyte interphase,2017,ACS Publications,861,28,17,5,3
83,Tris (hexafluoro-iso-propyl) phosphate as an SEI-forming additive on improving the electrochemical performance of the Li [Li0. 2Mn0. 56Ni0. 16Co0. 08] O2 cathode …,2012,iopscience.iop.org,68,10.38,14,6,8
83,Atomic layer deposition of LixAlyS solid-state electrolytes for stabilizing lithium-metal anodes,2016,researchgate.net,329,20.75,28,3,4
83,Tissue-like silicon nanowires-based three-dimensional anodes for high-capacity lithium ion batteries,2015,ACS Publications,934,16.6,17,5,5
83,Lithium anode stable in air for low-cost fabrication of a dendrite-free lithium battery,2019,nature.com,939,83,12,7,1
82,In situ investigations of SEI layer growth on electrode materials for lithium-ion batteries using spectroscopic ellipsometry,2011,iopscience.iop.org,6,9.11,27,3,9
82,Protecting the Li‐Metal Anode in a Li–O2 Battery by using Boric Acid as an SEI‐Forming Additive,2018,Wiley Online Library,75,41,12,7,2
82,Guided bone regeneration by poly (lactic-co-glycolic acid) grafted hyaluronic acid bi-layer films for periodontal barrier applications,2009,Elsevier,399,7.45,12,7,11
82,Manganese in graphite anode and capacity fade in Li ion batteries,2014,ACS Publications,821,13.67,16,5,6
82,Mechanistic insights into sodium storage in hard carbon anodes using local structure probes,2016,pubs.rsc.org,956,20.5,16,5,4
81,"The stability of the SEI layer, surface composition and the oxidation state of transition metals at the electrolyte–cathode interface impacted by the electrochemical …",2012,pubs.rsc.org,14,10.13,20,4,8
81,The interplay between solid electrolyte interface (SEI) and dendritic lithium growth,2017,Elsevier,128,27,20,4,3
81,Comprehensive insights into the reactivity of electrolytes based on sodium ions,2016,Wiley Online Library,253,20.25,14,6,4
81,Thermal behaviour of the lithiated-graphite/electrolyte interface through GC/MS analysis,2012,Elsevier,340,10.13,16,5,8
81,Solvent oligomerization during SEI formation on model systems for Li-ion battery anodes,2012,iopscience.iop.org,350,10.13,20,4,8
81,In situ formed carbon bonded and encapsulated selenium composites for Li–Se and Na–Se batteries,2015,pubs.rsc.org,369,16.2,14,6,5
81,Improved stability of nano-Sn electrode with high-quality nano-SEI formation for lithium ion battery,2015,Elsevier,481,16.2,10,8,5
81,"SEI-component formation on sub 5 nm sized silicon nanoparticles in Li-ion batteries: the role of electrode preparation, FEC addition and binders",2015,pubs.rsc.org,575,16.2,16,5,5
81,Critical role of ultrathin graphene films with tunable thickness in enabling highly stable sodium metal anodes,2017,ACS Publications,806,27,20,4,3
81,High-potential redox shuttle for use in lithium-ion batteries,2009,iopscience.iop.org,948,7.36,27,3,11
81,Understanding lithium inventory loss and sudden performance fade in cylindrical cells during cycling with deep-discharge steps,2015,ACS Publications,960,16.2,27,3,5
80,Overcharge effect on morphology and structure of carbon electrodes for lithium-ion batteries,2012,iopscience.iop.org,260,10,16,5,8
80,Lithium metal protected by atomic layer deposition metal oxide for high performance anodes,2017,pubs.rsc.org,291,26.67,16,5,3
80,Well-constructed single-layer molybdenum disulfide nanorose cross-linked by three dimensional-reduced graphene oxide network for superior water splitting …,2015,nature.com,609,16,11,7,5
80,3D spongy CoS2 nanoparticles/carbon composite as high-performance anode material for lithium/sodium ion batteries,2018,Elsevier,962,40,11,7,2
79,Effects of dissolved transition metals on the electrochemical performance and SEI growth in lithium-ion batteries,2014,iopscience.iop.org,29,13.17,20,4,6
79,Direct determination of solid-electrolyte interphase thickness and composition as a function of state of charge on a silicon anode,2015,ACS Publications,204,15.8,16,5,5
79,"XPS, time-of-flight-SIMS and polarization modulation IRRAS study of Cr2O3 thin film materials as anode for lithium ion battery",2009,Elsevier,296,7.18,16,5,11
79,Electrochemical preparation of porous MoO 3 film with a high rate performance as anode for lithium ion batteries,2013,pubs.rsc.org,449,11.29,26,3,7
79,Atomic layer deposited (ALD) SnO2 anodes with exceptional cycleability for Li-ion batteries,2013,Elsevier,627,11.29,16,5,7
79,Lithium Nitrate As Regenerable SEI Stabilizing Agent for Rechargeable Li/O2 Batteries,2013,ACS Publications,665,11.29,20,4,7
79,Lithiophilic LiC6 Layers on Carbon Hosts Enabling Stable Li Metal Anode in Working Batteries,2019,Wiley Online Library,804,79,13,6,1
79,Hierarchically designed germanium microcubes with high initial coulombic efficiency toward highly reversible lithium storage,2015,ACS Publications,942,15.8,11,7,5
78,Connecting the irreversible capacity loss in Li-ion batteries with the electronic insulating properties of solid electrolyte interphase (SEI) components,2016,Elsevier,102,19.5,13,6,4
78,Water‐Soluble Sericin Protein Enabling Stable Solid–Electrolyte Interphase for Fast Charging High Voltage Battery Electrode,2017,Wiley Online Library,235,26,13,6,3
78,SiOx–graphite as negative for high energy Li-ion batteries,2011,Elsevier,344,8.67,16,5,9
78,Correlations between surface properties of graphite and the first cycle specific charge loss in lithium-ion batteries,2009,Elsevier,382,7.09,13,6,11
78,Superior reversible tin phosphide-carbon spheres for sodium ion battery anode,2017,Elsevier,712,26,13,6,3
77,Carbon surface functionalities and SEI formation during Li intercalation,2015,Elsevier,42,15.4,19,4,5
77,One-Step Hydrothermal Synthesis of Mesoporous Anatase TiO2 Microsphere and Interfacial Control for Enhanced Lithium Storage Performance,2011,ACS Publications,366,8.56,39,2,9
77,Hydrothermal synthesis of Fe3O4 nanoparticles and its application in lithium ion battery,2009,Elsevier,469,7,11,7,11
76,Tuning the Solid Electrolyte Interphase for Selective Li‐and Na‐Ion Storage in Hard Carbon,2017,Wiley Online Library,119,25.33,15,5,3
76,Dynamic evolution of cathode electrolyte interphase (CEI) on high voltage LiCoO2 cathode and its interaction with Li anode,2018,Elsevier,122,38,13,6,2
76,Polysulfide-containing glyme-based electrolytes for lithium sulfur battery,2015,ACS Publications,338,15.2,19,4,5
76,Stabilizing Li/electrolyte interface with a transplantable protective layer based on nanoscale LiF domains,2017,Elsevier,556,25.33,10,8,3
76,Cationic surfactant-assisted hydrothermal synthesis of few-layer molybdenum disulfide/graphene composites: Microstructure and electrochemical lithium storage,2014,Elsevier,710,12.67,11,7,6
76,Induction of autoimmunity in a bleomycin-induced murine model of experimental systemic sclerosis: an important role for CD4+ T cells,2009,Elsevier,889,6.91,15,5,11
76,Mechanisms of capacity degradation in reduced graphene oxide/α-MnO 2 nanorod composite cathodes of Li–air batteries,2013,pubs.rsc.org,961,10.86,13,6,7
75,Characterization of SEI layer formed on high performance Si–Cu anode in ionic liquid battery electrolyte,2010,Elsevier,3,7.5,38,2,10
75,Aging formula for lithium ion batteries with solid electrolyte interphase layer growth,2015,Elsevier,225,15,38,2,5
75,The effect of cathode and anode potentials on the cycling performance of Li-ion capacitors,2013,iopscience.iop.org,317,10.71,38,2,7
75,Fe valence determination and Li elemental distribution in lithiated FeO0. 7F1. 3/C nanocomposite battery materials by electron energy loss spectroscopy (EELS),2012,Elsevier,364,9.38,15,5,8
75,In situ X-ray study of the solid electrolyte interphase (SEI) formation on graphene as a model Li-ion battery anode,2012,ACS Publications,385,9.38,19,4,8
75,Effect of sulfolane on the performance of lithium bis (oxalato) borate-based electrolytes for advanced lithium ion batteries,2012,Elsevier,429,9.38,11,7,8
75,A perspective on electrical energy storage,2014,cambridge.org,479,12.5,38,2,6
75,Investigating dendrites and side reactions in sodium–oxygen batteries for improved cycle lives,2015,pubs.rsc.org,503,15,13,6,5
75,Modeling dendrite growth during lithium electrodeposition at sub-ambient temperature,2014,Elsevier,785,12.5,75,1,6
75,Silicon nanowire anode: Improved battery life with capacity-limited cycling,2012,Elsevier,984,9.38,19,4,8
74,"XPS, XRD and SEM characterization of a thin ceria layer deposited onto graphite electrode for application in lithium-ion batteries",2011,Elsevier,63,8.22,15,5,9
74,Effect of ZnO modification on the performance of LiNi0. 5Co0. 25Mn0. 25O2 cathode material,2009,Elsevier,365,6.73,19,4,11
74,Correlating structure and function of battery interphases at atomic resolution using cryoelectron microscopy,2018,Elsevier,565,37,12,6,2
73,XPS and ToF-SIMS study of electrode processes on Sn− Ni alloy anodes for Li-Ion batteries,2011,ACS Publications,166,8.11,15,5,9
73,Analysis of spectral-domain optical coherence tomography in preterm children: retinal layer thickness and choroidal thickness profiles,2012,iovs.arvojournals.org,368,9.13,37,2,8
73,A review of atomic layer deposition providing high performance lithium sulfur batteries,2017,Elsevier,572,24.33,9,8,3
73,LiPF6 based ethylene carbonate–dimethyl carbonate electrolyte for high power density electrical double layer capacitor,2009,Elsevier,650,6.64,18,4,11
73,Lithium trapping in alloy forming electrodes and current collectors for lithium based batteries,2017,pubs.rsc.org,868,24.33,15,5,3
72,Controls oriented reduced order modeling of solid-electrolyte interphase layer growth,2012,Elsevier,55,9,18,4,8
72,Study and modeling of the Solid Electrolyte Interphase behavior on nano-silicon anodes by Electrochemical Impedance Spectroscopy,2014,Elsevier,831,12,18,4,6
71,Effects of vinylene carbonate on high temperature storage of high voltage Li-ion batteries,2011,Elsevier,183,7.89,24,3,9
71,Development of membranes and a study of their interfaces for rechargeable lithium–air battery,2009,Elsevier,361,6.45,36,2,11
71,Li dendrite growth and Li+ ionic mass transfer phenomenon,2011,Elsevier,417,7.89,14,5,9
71,Graphene decorated with ZnO nanocrystals with improved electrochemical properties prepared by a facile in situ hydrothermal route,2012,electrochemsci.org,431,8.88,12,6,8
71,Atomic/molecular layer deposition of lithium terephthalate thin films as high rate capability Li-ion battery anodes,2016,ACS Publications,582,17.75,36,2,4
71,Atomic layer deposited molybdenum nitride thin film: a promising anode material for Li ion batteries,2014,ACS Publications,585,11.83,14,5,6
71,"Ultra high voltage (> 12 kV), high performance 4H-SiC IGBTs",2012,ieeexplore.ieee.org,638,8.88,14,5,8
71,Long lifespan lithium metal anodes enabled by Al2O3 sputter coating,2018,Elsevier,653,35.5,10,7,2
71,Graphite as cointercalation electrode for sodium‐ion batteries: electrode dynamics and the missing solid electrolyte interphase (SEI),2018,Wiley Online Library,662,35.5,14,5,2
71,Cycling characteristics of lithium metal batteries assembled with a surface modified lithium electrode,2013,Elsevier,784,10.14,12,6,7
71,Interfacial study on solid electrolyte interphase at Li metal anode: implication for Li dendrite growth,2016,iopscience.iop.org,789,17.75,12,6,4
71,Trapping lithium into hollow silica microspheres with a carbon nanotube core for dendrite-free lithium metal anodes,2018,ACS Publications,894,35.5,10,7,2
71,Effects of electrolytes on the electrochemical performance of Si/graphite/disordered carbon composite anode for lithium-ion batteries,2009,Elsevier,924,6.45,18,4,11
70,Air-Stable Porous Fe2N Encapsulated in Carbon Microboxes with High Volumetric Lithium Storage Capacity and a Long Cycle Life,2017,ACS Publications,310,23.33,10,7,3
70,Nanostructured Zn-based composite anodes for rechargeable Li-ion batteries,2012,pubs.rsc.org,444,8.75,14,5,8
70,Concentrated mixed cation acetate “water-in-salt” solutions as green and low-cost high voltage electrolytes for aqueous batteries,2018,pubs.rsc.org,693,35,18,4,2
69,Investigation of SEI layer formation in conversion iron fluoride cathodes by combined STEM/EELS and XPS,2015,ACS Publications,7,13.8,14,5,5
69,Capacity fade of LiFePO4/graphite cell at elevated temperature,2013,Springer,346,9.86,10,7,7
69,Nickel foam supported Sn–Co alloy film as anode for lithium ion batteries,2011,Elsevier,362,7.67,12,6,9
69,Highly Stable Na2/3(Mn0.54Ni0.13Co0.13)O2 Cathode Modified by Atomic Layer Deposition for Sodium‐Ion Batteries,2015,eng.uwo.ca,437,13.8,14,5,5
69,Improving the electrochemical performance of anatase titanium dioxide by vanadium doping as an anode material for lithium-ion batteries,2013,Elsevier,513,9.86,10,7,7
69,Understanding the interaction of the carbonates and binder in Na-ion batteries: a combined bulk and surface study,2015,ACS Publications,987,13.8,17,4,5
68,Layer-by-layer deposition of organic–inorganic hybrid multilayer on microporous polyethylene separator to enhance the electrochemical performance of lithium-ion …,2015,ACS Publications,47,13.6,10,7,5
67,Atomic layer coating to mitigate capacity fading associated with manganese dissolution in lithium ion batteries,2013,Elsevier,100,9.57,13,5,7
67,A highly stabilized nickel-rich cathode material by nanoscale epitaxy control for high-energy lithium-ion batteries,2018,pubs.rsc.org,123,33.5,10,7,2
67,A capacity fade model for lithium-ion batteries including diffusion and kinetics,2012,Elsevier,236,8.38,34,2,8
67,In situ synthesis of GeO 2/reduced graphene oxide composite on Ni foam substrate as a binder-free anode for high-capacity lithium-ion batteries,2015,pubs.rsc.org,843,13.4,13,5,5
67,A Novel Electrolyte Salt Additive for Lithium‐Ion Batteries with Voltages Greater than 4.7 V,2017,Wiley Online Library,855,22.33,13,5,3
67,Methods of processing semiconductor wafers having silicon carbide power devices thereon,2009,Google Patents,864,6.09,22,3,11
67,Molecular level distribution of black phosphorus quantum dots on nitrogen-doped graphene nanosheets for superior lithium storage,2016,Elsevier,940,16.75,11,6,4
66,Layer-stacked cobalt ferrite (CoFe 2 O 4) mesoporous platelets for high-performance lithium ion battery anodes,2015,pubs.rsc.org,53,13.2,11,6,5
66,A single particle model with chemical/mechanical degradation physics for lithium ion battery State of Health (SOH) estimation,2018,Elsevier,152,33,13,5,2
66,Roles of oxygen and interfacial stabilization in enhancing the cycling ability of silicon oxide anodes for rechargeable lithium batteries,2013,iopscience.iop.org,448,9.43,22,3,7
66,High power insulated gate bipolar transistors,2014,Google Patents,599,11,17,4,6
66,In situ AFM imaging of solid electrolyte interfaces on HOPG with ethylene carbonate and fluoroethylene carbonate-based electrolytes,2015,ACS Publications,713,13.2,17,4,5
66,A carbon nanofiber network for stable lithium metal anodes with high Coulombic efficiency and long cycle life,2016,Springer,914,16.5,13,5,4
66,Three-dimensional pie-like current collectors for dendrite-free lithium metal anodes,2018,Elsevier,955,33,17,4,2
66,Improved cycling performance of 5áV spinel LiMn1. 5Ni0. 5O4 by amorphous FePO4 coating,2012,Elsevier,977,8.25,17,4,8
65,An ultrastrong double-layer nanodiamond interface for stable lithium metal anodes,2018,Elsevier,294,32.5,9,7,2
65,Composite silicon nanowire anodes for secondary lithium-ion cells,2009,iopscience.iop.org,477,5.91,33,2,11
65,Recent development of advanced electrode materials by atomic layer deposition for electrochemical energy storage,2016,Wiley Online Library,620,16.25,33,2,4
64,Lithium-ion battery charge equalization algorithm for electric vehicle applications,2017,ieeexplore.ieee.org,384,21.33,16,4,3
64,Novel thermal management system using boiling cooling for high-powered lithium-ion battery packs for hybrid electric vehicles,2017,Elsevier,475,21.33,21,3,3
64,Coaxial electrospun cellulose-core fluoropolymer-shell fibrous membrane from recycled cigarette filter as separator for high performance lithium-ion battery,2015,ACS Publications,776,12.8,11,6,5
64,Self-formed hybrid interphase layer on lithium metal for high-performance lithium–sulfur batteries,2018,ACS Publications,20,32,9,7,2
64,A model for predicting capacity fade due to SEI formation in a commercial graphite/LiFePO4 cell,2015,iopscience.iop.org,36,12.8,32,2,5
64,Gas evolution at graphite anodes depending on electrolyte water content and SEI quality studied by on-line electrochemical mass spectrometry,2015,iopscience.iop.org,70,12.8,21,3,5
64,Li2OHCl Crystalline Electrolyte for Stable Metallic Lithium Anodes,2016,ACS Publications,324,16,16,4,4
64,Na2Ni2TeO6: evaluation as a cathode for sodium battery,2013,Elsevier,440,9.14,21,3,7
64,Regulating the inner Helmholtz plane for stable solid electrolyte interphase on lithium metal anodes,2019,ACS Publications,551,64,13,5,1
64,Effect of electrolyte on the nanostructure of the solid electrolyte interphase (SEI) and performance of lithium metal anodes,2018,pubs.rsc.org,577,32,16,4,2
63,An improved theoretical electrochemical-thermal modelling of lithium-ion battery packs in electric vehicles,2015,Elsevier,688,12.6,16,4,5
63,A Novel Organic “Polyurea” Thin Film for Ultralong‐Life Lithium‐Metal Anodes via Molecular‐Layer Deposition,2019,Wiley Online Library,30,63,11,6,1
63,Vinyl sulfones as SEI-forming additives in propylene carbonate based electrolytes for lithium-ion batteries,2014,Elsevier,201,10.5,13,5,6
63,In situ observation of solid electrolyte interphase formation in ordered mesoporous hard carbon by small-angle neutron scattering,2012,ACS Publications,314,7.88,16,4,8
63,Multiphysics modeling of lithium ion battery capacity fading process with solid-electrolyte interphase growth by elementary reaction kinetics,2014,Elsevier,321,10.5,21,3,6
63,Enhancing the cycling stability of sodium metal electrodes by building an inorganic–organic composite protective layer,2017,ACS Publications,606,21,11,6,3
63,Facile Fabrication of Ethoxy-Functional Polysiloxane Wrapped LiNi0.6Co0.2Mn0.2O2 Cathode with Improved Cycling Performance for Rechargeable Li-Ion Battery,2016,ACS Publications,895,15.75,11,6,4
63,Effect of initial state of lithium on the propensity for dendrite formation: a theoretical study,2016,iopscience.iop.org,909,15.75,21,3,4
63,Ultrafast Sodium/Potassium‐Ion Intercalation into Hierarchically Porous Thin Carbon Shells,2019,Wiley Online Library,932,63,11,6,1
62,Electrochemical thermal modeling and experimental measurements of 18650 cylindrical lithium-ion battery during discharge cycle for an EV,2018,Elsevier,269,31,16,4,2
62,Thermal management performances of PCM/water cooling-plate using for lithium-ion battery module based on non-uniform internal heat source,2017,Elsevier,350,20.67,10,6,3
62,Model-based SEI layer growth and capacity fade analysis for EV and PHEV batteries and drive cycles,2014,iopscience.iop.org,8,10.33,21,3,6
62,Atomic layer deposited coatings to significantly stabilize anodes for Li ion batteries: effects of coating thickness and the size of anode particles,2014,pubs.rsc.org,69,10.33,9,7,6
62,Investigation of solid electrolyte interfacial layer development during continuous cycling using ac impedance spectra and micro-structural analysis,2009,Elsevier,139,5.64,16,4,11
62,Fluoropropane sultone as an SEI-forming additive that outperforms vinylene carbonate,2013,pubs.rsc.org,276,8.86,10,6,7
62,Pseudocapacitive Li+ intercalation in porous Ti2Nb10O29 nanospheres enables ultra-fast lithium storage,2018,Elsevier,425,31,9,7,2
62,MXene/Si@SiOx@C Layer-by-Layer Superstructure with Autoadjustable Function for Superior Stable Lithium Storage,2019,ACS Publications,460,62,8,8,1
62,Experimental investigation on the self-ignition of pressurized hydrogen released by the failure of a rupture disk through tubes,2011,Elsevier,988,6.89,16,4,9
61,Morphology-and porosity-tunable synthesis of 3D nanoporous SiGe alloy as a high-performance lithium-ion battery anode,2018,ACS Publications,343,30.5,10,6,2
61,Graft copolymer-based lithium-ion battery for high-temperature operation,2011,Elsevier,569,6.78,10,6,9
61,Hollow titanium dioxide spheres as anode material for lithium ion battery with largely improved rate stability and cycle performance by suppressing the formation of …,2015,pubs.rsc.org,826,12.2,9,7,5
61,… as anode material for lithium ion battery with largely improved rate stability and cycle performance by suppressing the formation of solid electrolyte interface layer,2015,pubs.rsc.org,82,12.2,10,6,5
61,Electrochemical investigation of an artificial solid electrolyte interface for improving the cycle-ability of lithium ion batteries using an atomic layer deposition on a …,2013,Elsevier,124,8.71,31,2,7
61,Unraveling the effect of salt chemistry on long-durability high-phosphorus-concentration anode for potassium ion batteries,2018,Elsevier,156,30.5,9,7,2
61,Extending the High-Voltage Capacity of LiCoO2 Cathode by Direct Coating of the Composite Electrode with Li2CO3 via Magnetron Sputtering,2016,ACS Publications,248,15.25,10,6,4
61,Free-standing Fe 2 O 3 nanomembranes enabling ultra-long cycling life and high rate capability for Li-ion batteries,2014,nature.com,419,10.17,9,7,6
61,Electrochemical and thermal properties of graphite electrodes with imidazolium-and piperidinium-based ionic liquids,2009,Elsevier,452,5.55,15,4,11
61,Self-assembled three-dimensional mesoporous ZnFe2O4-graphene composites for lithium ion batteries with significantly enhanced rate capability and cycling stability,2015,Elsevier,515,12.2,12,5,5
61,Distinct Solid‐Electrolyte‐Interphases on Sn (100) and (001) Electrodes Studied by Soft X‐Ray Spectroscopy,2014,Wiley Online Library,808,10.17,12,5,6
61,Stable metal anode enabled by porous lithium foam with superior ion accessibility,2018,Wiley Online Library,910,30.5,9,7,2
60,Fabrication and characterization of LATP/PAN composite fiber-based lithium-ion battery separators,2011,Elsevier,666,6.67,15,4,9
60,Facile formation of a nanostructured NiP 2@ C material for advanced lithium-ion battery anode using adsorption property of metal–organic framework,2016,pubs.rsc.org,672,15,10,6,4
60,Interfacial stabilizing effect of ZnO on Si anodes for lithium ion battery,2015,Elsevier,706,12,10,6,5
60,"CuO nano hexagons, an efficient energy storage material for Li-ion battery application",2017,Elsevier,751,20,30,2,3
60,A general approach to fabricate free-standing metal sulfide@ carbon nanofiber networks as lithium ion battery anodes,2016,pubs.rsc.org,760,15,12,5,4
60,Degradation of the solid electrolyte interphase induced by the deposition of manganese ions,2015,Elsevier,161,12,15,4,5
60,Artificial interface deriving from sacrificial tris (trimethylsilyl) phosphate additive for lithium rich cathode materials,2014,Elsevier,308,10,15,4,6
60,First-principles analysis of defect thermodynamics and ion transport in inorganic SEI compounds: LiF and NaF,2015,ACS Publications,387,12,15,4,5
60,Mesoporous ZnO nanosheets for lithium ion batteries,2014,Elsevier,453,10,15,4,6
60,Phase Behavior and Thermal Properties of Ternary Ionic Liquid− Lithium Salt (IL− IL− LiX) Electrolytes,2010,ACS Publications,528,6,15,4,10
60,Li4Ti5O12 Nanocrystals Synthesized by Carbon Templating from Solution Precursors Yield High Performance Thin Film Li‐Ion Battery Electrodes,2013,Wiley Online Library,530,8.57,30,2,7
60,Ultralight Layer‐by‐Layer Self‐Assembled MoS2‐Polymer Modified Separator for Simultaneously Trapping Polysulfides and Suppressing Lithium Dendrites,2018,Wiley Online Library,540,30,10,6,2
60,Highly Improved Cycling Stability of Anion De‐/Intercalation in the Graphite Cathode for Dual‐Ion Batteries,2019,Wiley Online Library,591,60,10,6,1
59,Revisit of polypyrrole as cathode material for lithium-ion battery,2012,iopscience.iop.org,513,7.38,12,5,8
59,Accurate Lithium-ion battery parameter estimation with continuous-time system identification methods,2016,Elsevier,551,14.75,10,6,4
59,Investigation of lithium tetrafluorooxalatophosphate [LiPF4 (C2O4)] as a lithium-ion battery electrolyte for elevated temperature performance,2009,iopscience.iop.org,553,5.36,15,4,11
59,Hard carbon: a promising lithium-ion battery anode for high temperature applications with ionic electrolyte,2012,pubs.rsc.org,647,7.38,12,5,8
59,SnO2/WO3 core–shell nanorods and their high reversible capacity as lithium-ion battery anodes,2011,iopscience.iop.org,652,6.56,10,6,9
59,Enhanced electrochemical properties of nano-Li3PO4 coated on the LiMn2O4 cathode material for lithium ion battery at 55° C,2012,Elsevier,660,7.38,8,7,8
59,Mitigating the initial capacity loss (ICL) problem in high-capacity lithium ion battery anode materials,2011,pubs.rsc.org,745,6.56,20,3,9
59,Thigh burns from exploding e-cigarette lithium ion batteries: first case series,2016,Elsevier,804,14.75,12,5,4
59,Conductive polymer binder-enabled cycling of pure tin nanoparticle composite anode electrodes for a lithium-ion battery,2013,iopscience.iop.org,835,8.43,15,4,7
59,In situ chemical imaging of solid-electrolyte interphase layer evolution in Li–S batteries,2017,ACS Publications,23,19.67,20,3,3
59,Computational exploration of the Li-electrode| electrolyte interface in the presence of a nanometer thick solid-electrolyte interphase layer,2016,ACS Publications,84,14.75,20,3,4
59,Novel SEI formation of maleimide-based additives and its improvement of capability and cyclicability in lithium ion batteries,2009,Elsevier,202,5.36,10,6,11
59,Aging effects to solid electrolyte interface (SEI) membrane formation and the performance analysis of lithium ion batteries,2011,electrochemsci.org,246,6.56,12,5,9
59,Hollow Si/SiO x nanosphere/nitrogen-doped carbon superstructure with a double shell and void for high-rate and long-life lithium-ion storage,2018,pubs.rsc.org,252,29.5,10,6,2
59,SiO 2-coated LiNi 0.915 Co 0.075 Al 0.01 O 2 cathode material for rechargeable Li-ion batteries,2016,pubs.rsc.org,388,14.75,7,8,4
59,A PEO-assisted electrospun silicon–graphene composite as an anode material for lithium-ion batteries,2013,pubs.rsc.org,465,8.43,30,2,7
59,SEI formation and interfacial stability of a Si electrode in a LiTDI-salt based electrolyte with FEC and VC additives for Li-ion batteries,2016,ACS Publications,478,14.75,12,5,4
59,Atomic layer deposited MoS2 as a carbon and binder free anode in Li-ion battery,2014,Elsevier,500,9.83,12,5,6
59,Molecular layer deposition for energy conversion and storage,2018,ACS Publications,523,29.5,30,2,2
59,Donut‐Shaped Li4Ti5O12 Structures as a High Performance Anode Material for Lithium Ion Batteries,2015,Wiley Online Library,531,11.8,20,3,5
59,Scalable production of 3D plum-pudding-like Si/C spheres: Towards practical application in Li-ion batteries,2016,Elsevier,805,14.75,7,8,4
59,Titanium nitride coating to enhance the performance of silicon nanoparticles as a lithium-ion battery anode,2014,pubs.rsc.org,844,9.83,10,6,6
59,Mitigating the initial capacity loss (ICL) problem in high-capacity lithium ion battery anode materials,2011,pubs.rsc.org,898,6.56,20,3,9
59,Adaptation of an electrochemistry-based li-ion battery model to account for deterioration observed under randomized use,2014,apps.dtic.mil,933,9.83,20,3,6
58,Characterization and performance evaluation of lithium-ion battery separators,2019,nature.com,94,58,19,3,1
58,Novel thermal management system using mist cooling for lithium-ion battery packs,2018,Elsevier,207,29,10,6,2
