Cites,Year,Publisher,CitesPerYear,AuthorCount,Age,"""SEI""?","""cathode""?","""anode""?","""efficiency""?","""electrode""?"
74,2005,iopscience.iop.org,4.93,3,15,FALSE,FALSE,FALSE,FALSE,TRUE
608,2005,iopscience.iop.org,40.53,2,15,FALSE,FALSE,FALSE,FALSE,FALSE
154,2005,ieeexplore.ieee.org,10.27,3,15,FALSE,FALSE,FALSE,FALSE,FALSE
107,2005,Wiley Online Library,7.13,5,15,FALSE,FALSE,TRUE,FALSE,TRUE
95,2005,Elsevier,6.33,5,15,TRUE,FALSE,FALSE,FALSE,FALSE
303,2005,Elsevier,20.2,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
500,2005,ieeexplore.ieee.org,33.33,3,15,FALSE,FALSE,FALSE,FALSE,FALSE
199,2005,Elsevier,13.27,2,15,FALSE,TRUE,FALSE,FALSE,FALSE
105,2005,ieeexplore.ieee.org,7,3,15,FALSE,FALSE,FALSE,FALSE,FALSE
105,2005,Elsevier,7,7,15,FALSE,FALSE,TRUE,FALSE,TRUE
14,2005,Google Patents,0.93,1,15,FALSE,FALSE,FALSE,FALSE,FALSE
55,2005,Elsevier,3.67,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
111,2005,Google Patents,7.4,3,15,FALSE,FALSE,FALSE,FALSE,FALSE
296,2005,Elsevier,19.73,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
113,2005,ACS Publications,7.53,3,15,FALSE,TRUE,FALSE,FALSE,FALSE
50,2005,Elsevier,3.33,1,15,FALSE,FALSE,FALSE,FALSE,FALSE
16,2005,Google Patents,1.07,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
72,2005,iopscience.iop.org,4.8,5,15,FALSE,TRUE,FALSE,FALSE,FALSE
16,2005,manu56.magtech.com.cn,1.07,2,15,FALSE,FALSE,FALSE,FALSE,FALSE
112,2005,Elsevier,7.47,4,15,TRUE,FALSE,FALSE,FALSE,TRUE
12,2005,Elsevier,0.8,2,15,FALSE,FALSE,FALSE,FALSE,FALSE
273,2005,iopscience.iop.org,18.2,4,15,FALSE,FALSE,FALSE,FALSE,TRUE
1033,2005,ACS Publications,68.87,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
153,2005,iopscience.iop.org,10.2,4,15,FALSE,TRUE,FALSE,FALSE,FALSE
166,2005,Springer,11.07,2,15,FALSE,FALSE,FALSE,FALSE,FALSE
10,2005,en.cnki.com.cn,0.67,6,15,FALSE,TRUE,FALSE,FALSE,FALSE
34,2005,IET,2.27,2,15,FALSE,FALSE,FALSE,FALSE,FALSE
95,2005,Elsevier,6.33,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
85,2005,Elsevier,5.67,8,15,FALSE,FALSE,FALSE,FALSE,FALSE
70,2005,Elsevier,4.67,3,15,FALSE,FALSE,FALSE,FALSE,FALSE
122,2005,iopscience.iop.org,8.13,4,15,FALSE,FALSE,FALSE,FALSE,TRUE
93,2005,Elsevier,6.2,2,15,FALSE,FALSE,FALSE,FALSE,FALSE
84,2005,Elsevier,5.6,3,15,FALSE,FALSE,TRUE,FALSE,FALSE
74,2005,Elsevier,4.93,4,15,FALSE,FALSE,TRUE,FALSE,FALSE
133,2005,Elsevier,8.87,5,15,FALSE,FALSE,TRUE,FALSE,FALSE
111,2005,ACS Publications,7.4,1,15,FALSE,FALSE,FALSE,FALSE,FALSE
104,2005,iopscience.iop.org,6.93,3,15,FALSE,FALSE,FALSE,FALSE,FALSE
59,2005,Springer,3.93,7,15,FALSE,TRUE,FALSE,FALSE,FALSE
268,2005,Elsevier,17.87,6,15,FALSE,FALSE,TRUE,FALSE,FALSE
132,2005,iopscience.iop.org,8.8,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
54,2005,Elsevier,3.6,4,15,FALSE,TRUE,TRUE,FALSE,FALSE
103,2005,Elsevier,6.87,3,15,FALSE,FALSE,TRUE,FALSE,FALSE
7,2005,Google Patents,0.47,2,15,FALSE,FALSE,FALSE,FALSE,TRUE
115,2005,pdfs.semanticscholar.org,7.67,1,15,FALSE,FALSE,FALSE,FALSE,FALSE
66,2005,iopscience.iop.org,4.4,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
420,2005,ieeexplore.ieee.org,28,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
56,2005,Elsevier,3.73,4,15,FALSE,FALSE,FALSE,FALSE,TRUE
314,2005,Elsevier,20.93,3,15,FALSE,FALSE,FALSE,FALSE,FALSE
52,2005,iopscience.iop.org,3.47,4,15,FALSE,TRUE,FALSE,FALSE,TRUE
57,2005,jstage.jst.go.jp,3.8,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
59,2005,Elsevier,3.93,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
165,2005,Elsevier,11,6,15,FALSE,FALSE,FALSE,FALSE,FALSE
75,2005,Elsevier,5,7,15,FALSE,FALSE,TRUE,FALSE,FALSE
50,2005,iopscience.iop.org,3.33,3,15,FALSE,TRUE,TRUE,FALSE,TRUE
14,2005,en.cnki.com.cn,0.93,2,15,FALSE,FALSE,FALSE,FALSE,FALSE
107,2005,iopscience.iop.org,7.13,4,15,TRUE,FALSE,FALSE,FALSE,TRUE
90,2005,iopscience.iop.org,6,5,15,TRUE,TRUE,FALSE,FALSE,TRUE
260,2005,Elsevier,17.33,4,15,TRUE,FALSE,FALSE,FALSE,TRUE
107,2005,Elsevier,7.13,3,15,TRUE,FALSE,TRUE,FALSE,TRUE
191,2005,Wiley Online Library,12.73,4,15,TRUE,FALSE,FALSE,FALSE,FALSE
215,2005,Elsevier,14.33,4,15,TRUE,FALSE,TRUE,FALSE,FALSE
141,2005,Elsevier,9.4,3,15,TRUE,FALSE,FALSE,FALSE,TRUE
101,2005,Google Patents,6.73,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
212,2005,Elsevier,14.13,3,15,TRUE,FALSE,FALSE,FALSE,FALSE
54,2005,Elsevier,3.6,5,15,TRUE,FALSE,TRUE,FALSE,FALSE
29,2005,iopscience.iop.org,1.93,5,15,TRUE,FALSE,FALSE,FALSE,FALSE
52,2005,iopscience.iop.org,3.47,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
54,2005,Elsevier,3.6,4,15,TRUE,TRUE,TRUE,FALSE,FALSE
35,2005,Elsevier,2.33,3,15,TRUE,FALSE,TRUE,FALSE,FALSE
116,2005,Elsevier,7.73,5,15,TRUE,FALSE,FALSE,FALSE,TRUE
21,2005,iopscience.iop.org,1.4,4,15,TRUE,FALSE,TRUE,FALSE,FALSE
112,2005,Google Patents,7.47,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
122,2005,iopscience.iop.org,8.13,4,15,TRUE,FALSE,FALSE,FALSE,FALSE
119,2005,Elsevier,7.93,5,15,TRUE,FALSE,FALSE,FALSE,TRUE
32,2005,ieeexplore.ieee.org,2.13,3,15,FALSE,FALSE,FALSE,FALSE,FALSE
97,2005,ieeexplore.ieee.org,6.47,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
76,2005,aip.scitation.org,5.07,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
9,2005,Google Patents,0.6,1,15,TRUE,FALSE,FALSE,FALSE,FALSE
25,2005,Trans Tech Publ,1.67,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
65,2005,ieeexplore.ieee.org,4.33,6,15,FALSE,FALSE,FALSE,FALSE,FALSE
105,2005,Elsevier,7,7,15,TRUE,FALSE,TRUE,FALSE,FALSE
326,2005,Wiley Online Library,21.73,4,15,TRUE,FALSE,FALSE,FALSE,FALSE
64,2005,Springer,4.27,6,15,TRUE,FALSE,FALSE,FALSE,FALSE
22,2005,ieeexplore.ieee.org,1.47,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
168,2005,Elsevier,11.2,6,15,TRUE,FALSE,FALSE,FALSE,FALSE
80,2005,Elsevier,5.33,5,15,TRUE,FALSE,FALSE,FALSE,FALSE
179,2005,Elsevier,11.93,6,15,FALSE,FALSE,FALSE,FALSE,FALSE
266,2005,iopscience.iop.org,17.73,5,15,TRUE,FALSE,TRUE,FALSE,FALSE
191,2005,Elsevier,12.73,5,15,TRUE,FALSE,TRUE,FALSE,FALSE
196,2005,Wiley Online Library,13.07,4,15,TRUE,FALSE,FALSE,FALSE,TRUE
41,2005,Elsevier,2.73,4,15,TRUE,FALSE,FALSE,FALSE,TRUE
503,2005,Wiley Online Library,33.53,5,15,TRUE,FALSE,FALSE,FALSE,TRUE
66,2005,iopscience.iop.org,4.4,4,15,TRUE,FALSE,TRUE,FALSE,TRUE
60,2005,Elsevier,4,5,15,TRUE,FALSE,FALSE,FALSE,FALSE
0,2005,koasas.kaist.ac.kr,0,5,15,TRUE,FALSE,FALSE,FALSE,TRUE
0,2005,koasas.kaist.ac.kr,0,5,15,TRUE,FALSE,FALSE,FALSE,FALSE
33,2005,Elsevier,2.2,2,15,FALSE,FALSE,FALSE,FALSE,FALSE
0,2005,iopscience.iop.org,0,5,15,TRUE,FALSE,FALSE,FALSE,TRUE
93,2005,iopscience.iop.org,6.2,4,15,TRUE,FALSE,FALSE,FALSE,TRUE
38,2005,AACR,2.53,7,15,TRUE,FALSE,FALSE,FALSE,FALSE
99,2005,iopscience.iop.org,6.6,2,15,TRUE,TRUE,FALSE,FALSE,FALSE
120,2005,Elsevier,8,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
57,2005,Elsevier,3.8,4,15,TRUE,FALSE,FALSE,FALSE,FALSE
22,2005,Elsevier,1.47,5,15,TRUE,FALSE,FALSE,FALSE,FALSE
48,2005,Elsevier,3.2,5,15,TRUE,FALSE,TRUE,FALSE,FALSE
29,2005,ieeexplore.ieee.org,1.93,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
90,2005,iopscience.iop.org,6,4,15,FALSE,FALSE,TRUE,FALSE,FALSE
88,2005,Wiley Online Library,5.87,4,15,TRUE,FALSE,FALSE,FALSE,FALSE
63,2005,Elsevier,4.2,3,15,TRUE,FALSE,TRUE,FALSE,FALSE
59,2005,Elsevier,3.93,3,15,TRUE,FALSE,FALSE,FALSE,FALSE
21,2005,Trans Tech Publ,1.4,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
51,2005,iopscience.iop.org,3.4,4,15,TRUE,FALSE,TRUE,FALSE,TRUE
28,2005,Elsevier,1.87,5,15,TRUE,FALSE,FALSE,FALSE,TRUE
33,2005,jstage.jst.go.jp,2.2,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
62,2005,Wiley Online Library,4.13,2,15,TRUE,FALSE,FALSE,FALSE,TRUE
329,2005,Elsevier,21.93,6,15,TRUE,FALSE,TRUE,FALSE,TRUE
22,2005,Wiley Online Library,1.47,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
40,2005,iopscience.iop.org,2.67,3,15,TRUE,FALSE,TRUE,FALSE,FALSE
11,2005,Elsevier,0.73,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
21,2005,ieeexplore.ieee.org,1.4,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
422,2005,osapublishing.org,28.13,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
80,2005,Elsevier,5.33,3,15,TRUE,FALSE,TRUE,FALSE,FALSE
103,2005,Elsevier,6.87,3,15,TRUE,FALSE,FALSE,FALSE,FALSE
32,2005,Elsevier,2.13,3,15,TRUE,FALSE,FALSE,FALSE,FALSE
294,2005,Elsevier,19.6,6,15,TRUE,TRUE,FALSE,FALSE,TRUE
13,2005,iopscience.iop.org,0.87,4,15,FALSE,FALSE,FALSE,FALSE,TRUE
3,2005,ieeexplore.ieee.org,0.2,4,15,FALSE,FALSE,FALSE,FALSE,TRUE
21,2005,Elsevier,1.4,5,15,TRUE,TRUE,TRUE,FALSE,FALSE
98,2005,iopscience.iop.org,6.53,5,15,TRUE,FALSE,FALSE,FALSE,TRUE
183,2005,ACS Publications,12.2,5,15,TRUE,FALSE,TRUE,FALSE,FALSE
95,2005,Elsevier,6.33,5,15,TRUE,FALSE,FALSE,FALSE,TRUE
7,2005,Google Patents,0.47,3,15,FALSE,FALSE,FALSE,FALSE,FALSE
975,2005,Elsevier,65,4,15,TRUE,FALSE,FALSE,FALSE,FALSE
7,2005,koreascience.or.kr,0.47,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
1,2005,ascelibrary.org,0.07,1,15,TRUE,FALSE,FALSE,FALSE,FALSE
41,2005,iopscience.iop.org,2.73,4,15,TRUE,TRUE,TRUE,FALSE,FALSE
55,2005,iopscience.iop.org,3.67,5,15,TRUE,FALSE,FALSE,FALSE,FALSE
54,2005,Elsevier,3.6,5,15,TRUE,TRUE,FALSE,FALSE,FALSE
41,2005,Elsevier,2.73,3,15,TRUE,FALSE,FALSE,FALSE,FALSE
124,2005,Elsevier,8.27,4,15,TRUE,TRUE,FALSE,FALSE,TRUE
161,2005,iopscience.iop.org,10.73,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
15,2005,apps.dtic.mil,1,3,15,TRUE,FALSE,FALSE,FALSE,FALSE
719,2005,ieeexplore.ieee.org,47.93,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
1,2005,koreascience.or.kr,0.07,2,15,FALSE,FALSE,FALSE,FALSE,FALSE
38,2005,Elsevier,2.53,3,15,TRUE,FALSE,FALSE,FALSE,FALSE
5,2005,inis.iaea.org,0.33,3,15,FALSE,FALSE,FALSE,FALSE,TRUE
12,2005,Elsevier,0.8,5,15,TRUE,FALSE,FALSE,FALSE,TRUE
110,2005,Elsevier,7.33,6,15,TRUE,FALSE,TRUE,FALSE,FALSE
296,2005,Elsevier,19.73,5,15,TRUE,TRUE,TRUE,FALSE,FALSE
26,2005,iopscience.iop.org,1.73,3,15,TRUE,FALSE,FALSE,FALSE,TRUE
2,2005,Google Patents,0.13,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
34,2005,ci.nii.ac.jp,2.27,1,15,FALSE,FALSE,FALSE,FALSE,FALSE
59,2005,Elsevier,3.93,5,15,TRUE,FALSE,TRUE,FALSE,FALSE
226,2005,ACS Publications,15.07,4,15,TRUE,FALSE,FALSE,FALSE,FALSE
44,2005,spiedigitallibrary.org,2.93,6,15,FALSE,FALSE,FALSE,FALSE,FALSE
11,2005,koreascience.or.kr,0.73,4,15,FALSE,FALSE,FALSE,FALSE,FALSE
37,2005,APS,2.47,4,15,TRUE,FALSE,FALSE,FALSE,FALSE
36,2005,iopscience.iop.org,2.4,4,15,TRUE,FALSE,FALSE,FALSE,FALSE
19,2005,Google Patents,1.27,3,15,FALSE,FALSE,FALSE,FALSE,FALSE
0,2005,Google Patents,0,5,15,FALSE,FALSE,FALSE,FALSE,FALSE
36,2005,Elsevier,2.4,5,15,TRUE,FALSE,TRUE,FALSE,FALSE
479,2005,ACS Publications,31.93,3,15,FALSE,FALSE,FALSE,FALSE,FALSE
33,2005,Elsevier,2.2,3,15,TRUE,FALSE,TRUE,FALSE,FALSE
31,2005,iopscience.iop.org,2.07,4,15,TRUE,FALSE,TRUE,FALSE,FALSE
28,2005,Elsevier,1.87,3,15,TRUE,TRUE,FALSE,FALSE,TRUE
64,2005,Elsevier,4.27,5,15,TRUE,FALSE,FALSE,FALSE,FALSE
70,2005,ACS Publications,4.67,4,15,TRUE,FALSE,FALSE,FALSE,TRUE
273,2005,iopscience.iop.org,18.2,4,15,TRUE,FALSE,FALSE,FALSE,TRUE
1930,2006,science.sciencemag.org,137.86,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
2079,2006,nature.com,148.5,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
568,2006,Elsevier,40.57,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
220,2006,iopscience.iop.org,15.71,2,14,FALSE,TRUE,FALSE,FALSE,FALSE
286,2006,Elsevier,20.43,5,14,FALSE,FALSE,FALSE,FALSE,FALSE
660,2006,ACS Publications,47.14,5,14,FALSE,FALSE,FALSE,FALSE,FALSE
169,2006,Elsevier,12.07,3,14,FALSE,FALSE,FALSE,FALSE,TRUE
160,2006,Elsevier,11.43,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
402,2006,ieeexplore.ieee.org,28.71,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
199,2006,ieeexplore.ieee.org,14.21,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
121,2006,Elsevier,8.64,4,14,FALSE,TRUE,TRUE,FALSE,FALSE
76,2006,Elsevier,5.43,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
363,2006,ACS Publications,25.93,3,14,FALSE,FALSE,FALSE,FALSE,FALSE
82,2006,Google Patents,5.86,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
78,2006,Elsevier,5.57,7,14,FALSE,FALSE,TRUE,FALSE,FALSE
108,2006,iopscience.iop.org,7.71,4,14,FALSE,FALSE,TRUE,FALSE,FALSE
64,2006,Google Patents,4.57,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
70,2006,Elsevier,5,3,14,FALSE,TRUE,TRUE,FALSE,TRUE
170,2006,Google Patents,12.14,1,14,FALSE,TRUE,FALSE,FALSE,FALSE
133,2006,Elsevier,9.5,4,14,FALSE,FALSE,FALSE,FALSE,TRUE
58,2006,Google Patents,4.14,2,14,FALSE,TRUE,TRUE,FALSE,FALSE
76,2006,Elsevier,5.43,2,14,FALSE,TRUE,FALSE,FALSE,FALSE
277,2006,Elsevier,19.79,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
58,2006,Elsevier,4.14,5,14,FALSE,TRUE,FALSE,FALSE,FALSE
67,2006,Elsevier,4.79,5,14,FALSE,FALSE,FALSE,FALSE,FALSE
433,2006,Elsevier,30.93,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
315,2006,Elsevier,22.5,3,14,FALSE,FALSE,FALSE,FALSE,TRUE
45,2006,Elsevier,3.21,6,14,FALSE,FALSE,TRUE,FALSE,FALSE
450,2006,Elsevier,32.14,7,14,FALSE,FALSE,TRUE,FALSE,TRUE
98,2006,Elsevier,7,2,14,FALSE,TRUE,FALSE,FALSE,FALSE
317,2006,Wiley Online Library,22.64,5,14,FALSE,FALSE,FALSE,FALSE,FALSE
44,2006,Elsevier,3.14,7,14,FALSE,FALSE,FALSE,FALSE,TRUE
531,2006,Elsevier,37.93,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
175,2006,Elsevier,12.5,3,14,FALSE,FALSE,TRUE,FALSE,TRUE
114,2006,Google Patents,8.14,2,14,FALSE,TRUE,FALSE,FALSE,FALSE
35,2006,electrochemsci.org,2.5,4,14,FALSE,FALSE,FALSE,FALSE,TRUE
146,2006,iopscience.iop.org,10.43,2,14,FALSE,FALSE,FALSE,FALSE,TRUE
25,2006,electrochem.xmu.edu.cn,1.79,2,14,TRUE,FALSE,FALSE,FALSE,FALSE
125,2006,large.stanford.edu,8.93,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
409,2006,Wiley Online Library,29.21,4,14,FALSE,FALSE,TRUE,FALSE,TRUE
317,2006,Elsevier,22.64,3,14,FALSE,FALSE,FALSE,FALSE,TRUE
72,2006,Elsevier,5.14,5,14,FALSE,FALSE,FALSE,FALSE,FALSE
76,2006,ieeexplore.ieee.org,5.43,3,14,FALSE,FALSE,FALSE,FALSE,FALSE
358,2006,Elsevier,25.57,3,14,FALSE,FALSE,FALSE,FALSE,TRUE
52,2006,search.ieice.org,3.71,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
98,2006,Elsevier,7,5,14,FALSE,FALSE,FALSE,FALSE,FALSE
60,2006,Elsevier,4.29,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
27,2006,Elsevier,1.93,5,14,FALSE,TRUE,FALSE,FALSE,FALSE
198,2006,Elsevier,14.14,6,14,FALSE,FALSE,FALSE,FALSE,TRUE
141,2006,iopscience.iop.org,10.07,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
103,2006,iopscience.iop.org,7.36,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
79,2006,Elsevier,5.64,6,14,FALSE,TRUE,TRUE,FALSE,FALSE
393,2006,Elsevier,28.07,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
300,2006,Elsevier,21.43,1,14,FALSE,FALSE,FALSE,FALSE,FALSE
253,2006,ACS Publications,18.07,6,14,FALSE,FALSE,FALSE,FALSE,FALSE
296,2006,Elsevier,21.14,3,14,FALSE,FALSE,FALSE,FALSE,FALSE
141,2006,Google Patents,10.07,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
478,2006,Elsevier,34.14,3,14,TRUE,FALSE,FALSE,FALSE,FALSE
12,2006,en.cnki.com.cn,0.86,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
202,2006,Elsevier,14.43,6,14,TRUE,FALSE,TRUE,FALSE,FALSE
167,2006,Elsevier,11.93,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
317,2006,Elsevier,22.64,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
26,2006,Google Patents,1.86,5,14,FALSE,FALSE,FALSE,FALSE,FALSE
73,2006,Elsevier,5.21,7,14,FALSE,FALSE,TRUE,FALSE,FALSE
432,2006,Elsevier,30.86,1,14,FALSE,FALSE,FALSE,FALSE,FALSE
139,2006,ACS Publications,9.93,3,14,FALSE,FALSE,FALSE,FALSE,TRUE
101,2006,Elsevier,7.21,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
104,2006,ACS Publications,7.43,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
968,2006,Elsevier,69.14,3,14,FALSE,FALSE,TRUE,FALSE,FALSE
148,2006,Elsevier,10.57,4,14,FALSE,TRUE,FALSE,FALSE,FALSE
107,2006,Elsevier,7.64,4,14,FALSE,TRUE,FALSE,FALSE,TRUE
309,2006,Elsevier,22.07,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
42,2006,etda.libraries.psu.edu,3,1,14,FALSE,FALSE,FALSE,FALSE,FALSE
15,2006,Elsevier,1.07,3,14,FALSE,TRUE,FALSE,FALSE,FALSE
16,2006,Elsevier,1.14,5,14,FALSE,FALSE,TRUE,FALSE,FALSE
226,2006,Elsevier,16.14,3,14,FALSE,FALSE,FALSE,FALSE,TRUE
180,2006,iopscience.iop.org,12.86,5,14,FALSE,TRUE,FALSE,FALSE,FALSE
1364,2006,ACS Publications,97.43,4,14,FALSE,TRUE,FALSE,FALSE,FALSE
73,2006,Elsevier,5.21,3,14,FALSE,FALSE,FALSE,FALSE,TRUE
151,2006,Elsevier,10.79,5,14,FALSE,FALSE,FALSE,FALSE,FALSE
74,2006,Elsevier,5.29,4,14,FALSE,FALSE,TRUE,FALSE,FALSE
119,2006,Elsevier,8.5,2,14,FALSE,FALSE,TRUE,FALSE,FALSE
93,2006,Elsevier,6.64,5,14,FALSE,TRUE,FALSE,FALSE,FALSE
179,2006,Elsevier,12.79,6,14,TRUE,FALSE,FALSE,FALSE,TRUE
357,2006,ieeexplore.ieee.org,25.5,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
84,2006,iopscience.iop.org,6,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
1543,2006,Elsevier,110.21,1,14,TRUE,FALSE,FALSE,FALSE,FALSE
564,2006,Elsevier,40.29,7,14,FALSE,TRUE,FALSE,FALSE,FALSE
110,2006,Elsevier,7.86,4,14,FALSE,FALSE,TRUE,FALSE,FALSE
115,2006,Elsevier,8.21,2,14,FALSE,FALSE,TRUE,FALSE,FALSE
13,2006,iopscience.iop.org,0.93,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
16,2006,Google Patents,1.14,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
61,2006,iopscience.iop.org,4.36,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
11,2006,Google Patents,0.79,3,14,FALSE,FALSE,FALSE,FALSE,TRUE
47,2006,iopscience.iop.org,3.36,4,14,FALSE,FALSE,TRUE,FALSE,TRUE
49,2006,iopscience.iop.org,3.5,3,14,FALSE,FALSE,FALSE,FALSE,TRUE
43,2006,ieeexplore.ieee.org,3.07,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
13,2006,Elsevier,0.93,4,14,FALSE,FALSE,TRUE,FALSE,FALSE
313,2006,Elsevier,22.36,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
65,2006,Elsevier,4.64,5,14,FALSE,FALSE,FALSE,FALSE,FALSE
102,2006,cheric.org,7.29,5,14,FALSE,FALSE,FALSE,FALSE,FALSE
132,2006,Elsevier,9.43,3,14,FALSE,FALSE,FALSE,FALSE,FALSE
486,2006,Elsevier,34.71,6,14,FALSE,TRUE,FALSE,FALSE,FALSE
56,2006,iopscience.iop.org,4,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
33,2006,Elsevier,2.36,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
172,2006,ACS Publications,12.29,5,14,FALSE,FALSE,TRUE,FALSE,TRUE
122,2006,Elsevier,8.71,6,14,FALSE,TRUE,TRUE,FALSE,FALSE
100,2006,Elsevier,7.14,5,14,FALSE,FALSE,TRUE,FALSE,FALSE
57,2006,Elsevier,4.07,6,14,FALSE,TRUE,FALSE,FALSE,FALSE
129,2006,Elsevier,9.21,6,14,FALSE,TRUE,FALSE,FALSE,FALSE
69,2006,Google Patents,4.93,3,14,FALSE,FALSE,TRUE,FALSE,FALSE
63,2006,Elsevier,4.5,7,14,FALSE,TRUE,FALSE,FALSE,FALSE
13,2006,ui.adsabs.harvard.edu,0.93,3,14,FALSE,FALSE,FALSE,FALSE,FALSE
57,2006,Elsevier,4.07,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
9,2006,airitilibrary.com,0.64,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
2149,2006,ieeexplore.ieee.org,153.5,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
133,2006,Elsevier,9.5,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
310,2006,iopscience.iop.org,22.14,4,14,FALSE,FALSE,TRUE,FALSE,FALSE
126,2006,Elsevier,9,3,14,FALSE,TRUE,FALSE,FALSE,FALSE
128,2006,ingentaconnect.com,9.14,5,14,FALSE,TRUE,TRUE,FALSE,FALSE
70,2006,iopscience.iop.org,5,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
93,2006,Elsevier,6.64,5,14,FALSE,FALSE,TRUE,FALSE,TRUE
56,2006,Elsevier,4,5,14,FALSE,TRUE,FALSE,FALSE,TRUE
68,2006,iopscience.iop.org,4.86,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
37,2006,Elsevier,2.64,4,14,FALSE,TRUE,TRUE,FALSE,FALSE
121,2006,iopscience.iop.org,8.64,3,14,FALSE,FALSE,FALSE,FALSE,TRUE
79,2006,iopscience.iop.org,5.64,5,14,FALSE,FALSE,TRUE,FALSE,TRUE
129,2006,SciELO Brasil,9.21,2,14,FALSE,FALSE,FALSE,FALSE,FALSE
73,2006,Elsevier,5.21,5,14,FALSE,FALSE,FALSE,FALSE,TRUE
50,2006,Elsevier,3.57,3,14,FALSE,TRUE,FALSE,FALSE,FALSE
47,2006,Elsevier,3.36,3,14,FALSE,FALSE,TRUE,FALSE,FALSE
121,2006,Elsevier,8.64,4,14,FALSE,FALSE,FALSE,FALSE,FALSE
60,2006,Elsevier,4.29,5,14,FALSE,FALSE,TRUE,FALSE,FALSE
179,2006,Elsevier,12.79,6,14,TRUE,FALSE,FALSE,FALSE,TRUE
536,2006,Elsevier,38.29,6,14,TRUE,FALSE,FALSE,FALSE,TRUE
169,2006,Elsevier,12.07,3,14,TRUE,FALSE,FALSE,FALSE,TRUE
101,2006,iopscience.iop.org,7.21,4,14,TRUE,FALSE,TRUE,FALSE,FALSE
